data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2420279,566,NIG6779,6779,12-Dec-14,2014,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,23,Western Africa,Nigeria,Borno,Magumeri,,Gajigana,12.1943,13.1017,1,Associated Press,International,"Boko Haram continues a siege on Gajiganna over several days, battling either military forces or local militia as their attempts at taking over the town had been unsuccessful as of 13/12. Causalities not known between the dates of 11/12 - 13/12.",0,1546559439,NGA
2420292,566,NIG6777,6777,11-Dec-14,2014,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,23,Western Africa,Nigeria,Borno,Magumeri,,Gajigana,12.1943,13.1017,1,Associated Press,International,"Boko Haram continues a siege on Gajiganna over several days, battling either military forces or local militia as their attempts at taking over the town had been unsuccessful as of 13/12. Causalities not known between the dates of 11/12 - 13/12. Residents fled for safety throughout the end of the week.",0,1546559439,NGA
2419331,120,CAO337,337,11-Dec-14,2014,2,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Ngouma,12.624,14.3105,2,Africa Info,Regional,"The Cameroonian military announced that it has been carrying out major operations in the north near Lake Chad and Ngouma since Dec.6, which have led to 7 Boko Haram fighters killed and 25 detained, as well as the seizure of military equipment.",7,1546559438,CMR
2419332,120,CAO338,338,11-Dec-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,Xinhua News,International,The Cameroonian military has announced that 180 Boko Haram fighters were killed when 400 fighters attacked Amchide. No casualties were reported on the Cameroonian side.,180,1546559438,CMR
2426512,566,NIG6766,6766,8-Dec-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Gwoza,Wala Waraba,Sambisa Forest Reserve,11.25,13.4167,2,Xinhua,International,Twenty members of Boko Haram are killed in joint operation in Lame village and the Balmo Forest reserve (which is part of Sambisa). At least six soldiers were wounded in the encounters. Date(s) ambiguous - source dated 09/12.,10,1546559445,NGA
2428893,566,NIG6765,6765,8-Dec-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Madagali,Madagali,Mararaba,10.8937,13.6229,1,Xinhua,International,Seven members of Boko Haram are dead following a military operation in the Hildi area of Mubi. A large cache of weapons were recovered. Date ambiguous - source dated 09/12.,7,1546559448,NGA
2420328,566,NIG6764,6764,8-Dec-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Bauchi,Toro,,Lame,10.4415,9.2396,1,Xinhua,International,Twenty members of Boko Haram are killed in joint operation in Lame village and the Balmo Forest reserve (which is part of Sambisa). At least six soldiers were wounded in the encounters. Date(s) ambiguous - source dated 09/12.,10,1546559439,NGA
2420368,566,NIG6758,6758,6-Dec-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Gombe,Funakaye,,Ashaka,10.8334,11.5118,1,Vanguard (Lagos),Subnational,"Boko Haram and military forces again clash in Ashaka, 10 soldiers KIA, 70 Boko Haram. The source indicates the battle lasted several hours. The two actors had previously battled in the town two days prior.",80,1546559439,NGA
2420376,566,NIG6750,6750,4-Dec-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Yobe,Yusufari,,Kwaska,13.2045,11.2442,1,Premium Times,National,"A ""number"" of Boko Haram fighters killed in battle with military forces at Kwanta, Yobe location. No military deaths reported.",10,1546559439,NGA
2420379,566,NIG6749,6749,4-Dec-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Gombe,Funakaye,,Bajoga,10.8509,11.4313,1,Agence France Presse,International,"Boko Haram attack Bajoga and Ashaka, attacking government offices, party offices (political affiliation not identified) and banks. Military forces fought back against the attacks, killing 67 in Bajoga. Ten soldiers reported dead in Ashaka.",67,1546559439,NGA
2420380,566,NIG6748,6748,4-Dec-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Gombe,Funakaye,,Ashaka,10.8334,11.5118,1,Agence France Presse,International,"Boko Haram attack Bajoga and Ashaka, attacking government offices, party offices (political affiliation not identified) and banks. Military forces fought back against the attacks, killing 67 in Bajoga. Ten soldiers reported dead in Ashaka.",10,1546559439,NGA
2416901,566,NIG6742,6742,3-Dec-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,1,Daily Independent (Lagos),Subnational,"Nigerian troops in Konduga, Borno State, destroyed a vehicle laden with improvised explosive devices (IEDs) meant for suicide bombing operations by [Boko Haram]. [The source] gathered that between 40 and 70 members of Boko Haram were killed in the operation - no military personnel or civilian was affected in the incident.",40,1546559436,NGA
2419869,566,NIG6730,6730,1-Dec-14,2014,1,Battle-No change of territory,Police Forces of Nigeria (1999-2015),Vigilante Militia (Nigeria),1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Yobe,Damaturu,Damaturu Central,Damaturu,11.747,11.9608,1,Agence France Presse,International,Boko Haram attack a police post in Damaturu during the early morning hours. A civilian vigilante group (not identified) claimed the killed 40 members of Boko Haram in retaliation. Police/civilian/vigilante deaths not known.,40,1546559439,NGA
2419528,566,NIG6729,6729,30-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Lassa Communal Militia (Nigeria),,4,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,24,Western Africa,Nigeria,Borno,Askira/Uba,Lassa,Lassa,10.6804,13.2732,1,Leadership (Abuja),Subnational,"Boko Haram took over Lassa town in Askira/Uba local government council, Borno State, leaving many persons dead, many places of worship and residential houses burnt down. The attack, according to reports from Lassa, was resisted by the villagers who engaged the attackers with locally made rifles, bows and arrows. Numbers of the fighting dead not known.",10,1546559438,NGA
2402234,566,NIG6714,6714,27-Nov-14,2014,1,Battle-No change of territory,BVYG: Borno Vigilance Youths Group,,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,23,Western Africa,Nigeria,Borno,Mobbar,,Karetu,12.8847,12.5081,1,Leadership (Abuja),Subnational,At least 30 Boko Haram fighters were killed by operatives of the Civilian-JTF (BVYG) when the insurgents attempted to attack Kareto and Gubio villages in Mobbar Local Government Area of Borno State.,15,1546559421,NGA
2420489,566,NIG6720,6720,27-Nov-14,2014,1,Battle-No change of territory,BVYG: Borno Vigilance Youths Group,,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,23,Western Africa,Nigeria,Borno,Gubio,Gubio 1,Gubio,12.499,12.7848,1,Vanguard (Lagos),Subnational,At least 30 Boko Haram fighters were killed by operatives of the Civilian-JTF (BVYG) when the insurgents attempted to attack Kareto and Gubio villages in Mobbar Local Government Area of Borno State.,15,1546559439,NGA
2420565,566,NIG6702,6702,24-Nov-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),BVYG: Borno Vigilance Youths Group,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Mubi North,,Mubi,10.2676,13.2644,1,Daily Trust (Abuja),Subnational,"Soldiers and vigilante members eventually took complete control of Mubi, Adamawa State as Boko Haram militants fled the town after suffering a heavy defeat. The preceding battle lasted over two days, but soldiers did not enter the heart of the city, gaining control, until 26/11. ""Many"" Boko Haram deaths reported.",10,1546559439,NGA
2417048,566,NIG6703,6703,24-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Mobbar,Damasak,Damasak,13.0977,12.4952,1,Daily Trust (Abuja),Subnational,"Boko Haram seizes Damasak after a early morning battle with military forces. Details on casualty were not clear at press time, but sources said the militants went to the centre of the market brandishing their assault rifles. Many of the residents fled into nearby Cameroon.",0,1546559436,NGA
2420660,566,NIG6697,6697,23-Nov-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),BVYG: Borno Vigilance Youths Group,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Mubi North,,Mubi,10.2676,13.2644,1,Daily Trust (Abuja),Subnational,"Soldiers and vigilante members began to take control of Mubi, Adamawa State as Boko Haram militants fled the town after suffering a heavy defeat. The preceding battle lasted over two days, but soldiers did not enter the heart of the city, gaining control, until 26/11. ""Many"" Boko Haram deaths reported.",10,1546559440,NGA
2419593,120,CAO333,333,23-Nov-14,2014,1,Battle-Government regains territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Bonderi,11.2336,14.0134,2,Anadolu Agency,International,The Cameroonian army has reportedly killed around 100 Boko Haram militants and destroyed their training camp in the far north.,100,1546559438,CMR
2489519,562,NIR341,341,19-Nov-14,2014,1,Battle-No change of territory,MUJAO: Movement for Unity and Jihad in West Africa,,2,Police Forces of Niger (2011-),,1,12,Western Africa,Niger,Tillaberi,Banibangou,Bani Bangou,Bani Bangou,15.0416,2.7037,1,Xinhua News - French; Radio France Internationale; Agence France Presse,International,"""Armed men [allegedly militants] from northern Mali, aboard motorcycles, led an attack on Banibangou... killing a Nigerian policeman"" and injuring two more during a two hour gunfight. The attack was claimed by MUJAO, and at least 1 of their fighters was killed and an unspecified number injured (they took the bodies with them).",2,1546559507,NER
2409233,566,NIG6690,6690,19-Nov-14,2014,2,Battle-Government regains territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Hong,Garaha,Pella,10.1525,12.9385,1,The Nation (Nigeria),National,"Military leaders report they have forcibly regained three areas lost to Boko Haram the previous week: Gombi, Pelia and Hong, killing ""many"" members of Boko Haram. Specific date(s) not known.",10,1546559428,NGA
2419444,566,NIG6689,6689,19-Nov-14,2014,2,Battle-Government regains territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Hong,Hong,Hong,10.2317,12.9304,1,The Nation (Nigeria),National,"Military leaders report they have forcibly regained three areas lost to Boko Haram the previous week: Gombi, Pelia and Hong, killking ""many"" members of Boko Haram. Specific date(s) not known.",10,1546559438,NGA
2420587,566,NIG6688,6688,19-Nov-14,2014,2,Battle-Government regains territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Gombi,Gombi North,Gombi,10.1614,12.7399,1,The Nation (Nigeria),National,"Military leaders report they have forcibly regained three areas lost to Boko Haram the previous week: Gombi, Pelia and Hong, killking ""many"" (10 confirmed in Gombi) members of Boko Haram. Specific date(s) not known.",10,1546559439,NGA
2420632,566,NIG6662,6662,14-Nov-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044,1,Weekly Trust,National,"Suspected Boko Haram detonates a suicide blast at a Kano JTF base, killing the bomber and 5 security operatives.",6,1546559440,NGA
2420634,566,NIG6657,6657,13-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Police Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Gombi,Gombi North,Gombi,10.1614,12.7399,1,Vanguard (Lagos),Subnational,"Boko Haram shoots two and burns a police station in Gombi. The attackers were initially repelled by security forces, but came back soon after to overtake the city. The attackers are believed to be part of the band which was recently ousted from Maiha.",2,1546559440,NGA
2419446,566,NIG6658,6658,13-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Police Forces of Nigeria (1999-2015),Military Forces of Nigeria (1999-2015),1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Hong,Hong,Hong,10.2317,12.9304,1,Vanguard (Lagos),Subnational,"Boko Haram members attack Hong, razing a police station and raising their flag about the home of a military general. Causalities not known.",0,1546559438,NGA
2416660,566,NIG6651,6651,12-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Hong,Garaha,Pella,10.1525,12.9385,1,The Nation (Nigeria),National,Boko Haram overtakes Pella from military forces. The attack is believed part of a coordinated effort which included Gombe and Hong. Causalities not known. Exact date is not known.,0,1546559436,NGA
2420804,566,NIG6648,6648,12-Nov-14,2014,1,Battle-Government regains territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Mubi North,,Mubi,10.2676,13.2644,1,BBC,International,"Nigerian forces recapture Mubi, causing much of the Boko Haram population to flee. Several Boko Haram deaths claimed by residents, though specific number were not provided.",10,1546559440,NGA
2420661,566,NIG6649,6649,12-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Vigilante Militia (Nigeria),,4,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,24,Western Africa,Nigeria,Adamawa,Maiha,Maiha Gari,Maiha,9.9956,13.2181,1,Nigerian Tribune,National,"No fewer than 75 Boko Haram militants were killed and Maiha recaptured by local hunters. Of the dead, 10 may have been civilians Boko Haram executed while fleeing. Maiha had been overrun and captured by Boko Haram just days earlier.",75,1546559440,NGA
2420681,566,NIG6642,6642,10-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Maiha,Maiha Gari,Maiha,9.9956,13.2181,1,Leadership (Abuja),Subnational,"Boko Haram invades Maiha town in the late afternoon, firing on military forces as they fled with the residents. Soon after the takeover Boko Haram raised their flag above the city. No causalities reported.",0,1546559440,NGA
2419774,120,CAO327,327,9-Nov-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,1,Agence France Presse,International,"Boko Haram fighters attacked six communities in northern Cameroon almost simultaneously using armored personnel carriers, including Fotokol, Kolofata and Talamade. The other locations were not reported. At least 3 civilians were killed in the attacks at Fotokol and the village chief of Talamade is killed. Cameroonian military sources have claimed 187 Boko Haram fighters were killed during the attacks by military forces.",31,1546559439,CMR
